"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"2358","13","text","0","2362","0.0-0.0","sub-09_sess-02_2","","","","","","","","","","","","","","","",""
"1844","89","poldrack-text","1","5227","0.0-1.0","sub-09_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1844","500","fmri_response_test","","","","","","","","","","","",""
"484","71","poldrack-text","2","6232","0.0-2.0","sub-09_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","484","500","fmri_response_test","","","","","","","","","","","",""
"1342","82","poldrack-text","3","8084","0.0-3.0","sub-09_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre annulaire</p></div>","1342","500","fmri_response_test","","","","","","","","","","","",""
"4159","32","poldrack-single-stim","4","12765","0.0-4.0","sub-09_sess-02_2","","4159","500","instructions","<div class = centerbox><div class = center-text><font size = +4>Repondre a la <strong>coleur de l'encre</strong> du mot!<br><br><span style = ""color:red;padding-left:30px"">MOT</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">MOT</span>: Majeur<br><span style = ""color:#4FE829;"">MOT</span>: Annulaire<br><br>Nous allons commencer par un peu de pratique</div></div>","32","4159","","","","","","","","",""
"989","71","poldrack-categorize","5","15300","0.0-5.0-0.0-0.0","sub-09_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","1","practice",""
"-1","-1","poldrack-single-stim","6","15560","0.0-5.0-1.0","sub-09_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"709","89","poldrack-categorize","7","17601","0.0-5.0-2.0-0.0","sub-09_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","500","congruent","red","red","2","practice",""
"-1","-1","poldrack-single-stim","8","17860","0.0-5.0-3.0","sub-09_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1193","89","poldrack-categorize","9","19900","0.0-5.0-4.0-0.0","sub-09_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","3","practice",""
"-1","-1","poldrack-single-stim","10","20161","0.0-5.0-5.0","sub-09_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"632","82","poldrack-categorize","11","22199","0.0-5.0-6.0-0.0","sub-09_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","500","congruent","green","green","4","practice",""
"-1","-1","poldrack-single-stim","12","22460","0.0-5.0-7.0","sub-09_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"750","71","poldrack-categorize","13","24501","0.0-5.0-8.0-0.0","sub-09_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","5","practice",""
"-1","-1","poldrack-single-stim","14","24761","0.0-5.0-9.0","sub-09_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1021","71","poldrack-categorize","15","26800","0.0-5.0-10.0-0.0","sub-09_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","6","practice",""
"-1","-1","poldrack-single-stim","16","27060","0.0-5.0-11.0","sub-09_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"953","89","poldrack-categorize","17","29101","0.0-5.0-12.0-0.0","sub-09_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","7","practice",""
"-1","-1","poldrack-single-stim","18","29360","0.0-5.0-13.0","sub-09_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"693","82","poldrack-categorize","19","31390","0.0-5.0-14.0-0.0","sub-09_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","8","practice",""
"-1","-1","poldrack-single-stim","20","31650","0.0-5.0-15.0","sub-09_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"992","82","poldrack-categorize","21","33691","0.0-5.0-16.0-0.0","sub-09_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","9","practice",""
"-1","-1","poldrack-single-stim","22","33950","0.0-5.0-17.0","sub-09_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"2304","32","poldrack-text","23","36259","0.0-6.0","sub-09_sess-02_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","2304","0","fmri_scanner_wait","","","","","","","","","","","",""
"55300","84","poldrack-text","24","91562","0.0-7.0","sub-09_sess-02_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","55300","0","fmri_trigger_wait","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","25","92581","0.0-8.0","sub-09_sess-02_2","","1000","0","fmri_buffer","","none","1000","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","94100","0.0-9.0","sub-09_sess-02_2","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","95141","0.0-10.0","sub-09_sess-02_2","","500","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","500","","","","","","","","",""
"710","71","poldrack-single-stim","28","97159","0.0-11.0-0.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","0","test",""
"565","82","poldrack-single-stim","29","99179","0.0-11.0-1.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","1","test",""
"731","71","poldrack-single-stim","30","101460","0.0-11.0-2.0","sub-09_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","2","test",""
"603","82","poldrack-single-stim","31","103480","0.0-11.0-3.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","3","test",""
"490","71","poldrack-single-stim","32","105620","0.0-11.0-4.0","sub-09_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","4","test",""
"436","82","poldrack-single-stim","33","107641","0.0-11.0-5.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","5","test",""
"448","71","poldrack-single-stim","34","109781","0.0-11.0-6.0","sub-09_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","6","test",""
"746","71","poldrack-single-stim","35","111800","0.0-11.0-7.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","7","test",""
"661","89","poldrack-single-stim","36","113820","0.0-11.0-8.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","8","test",""
"632","89","poldrack-single-stim","37","115839","0.0-11.0-9.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","9","test",""
"988","71","poldrack-single-stim","38","118120","0.0-11.0-10.0","sub-09_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","10","test",""
"708","89","poldrack-single-stim","39","120140","0.0-11.0-11.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","11","test",""
"773","89","poldrack-single-stim","40","122290","0.0-11.0-12.0","sub-09_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","12","test",""
"554","71","poldrack-single-stim","41","124709","0.0-11.0-13.0","sub-09_sess-02_2","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","13","test",""
"598","82","poldrack-single-stim","42","126989","0.0-11.0-14.0","sub-09_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","14","test",""
"651","82","poldrack-single-stim","43","129679","0.0-11.0-15.0","sub-09_sess-02_2","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","15","test",""
"701","89","poldrack-single-stim","44","131701","0.0-11.0-16.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","16","test",""
"624","82","poldrack-single-stim","45","134130","0.0-11.0-17.0","sub-09_sess-02_2","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","17","test",""
"504","71","poldrack-single-stim","46","136270","0.0-11.0-18.0","sub-09_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","18","test",""
"841","89","poldrack-single-stim","47","138970","0.0-11.0-19.0","sub-09_sess-02_2","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","19","test",""
"630","89","poldrack-single-stim","48","140980","0.0-11.0-20.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","20","test",""
"691","82","poldrack-single-stim","49","143120","0.0-11.0-21.0","sub-09_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","21","test",""
"609","89","poldrack-single-stim","50","146091","0.0-11.0-22.0","sub-09_sess-02_2","","2952","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","22","test",""
"703","89","poldrack-single-stim","51","148111","0.0-11.0-23.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","23","test",""
"826","71","poldrack-single-stim","52","150389","0.0-11.0-24.0","sub-09_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","24","test",""
"824","71","poldrack-single-stim","53","152400","0.0-11.0-25.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","25","test",""
"633","89","poldrack-single-stim","54","154420","0.0-11.0-26.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","26","test",""
"630","89","poldrack-single-stim","55","156437","0.0-11.0-27.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","27","test",""
"700","89","poldrack-single-stim","56","158439","0.0-11.0-28.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","28","test",""
"699","89","poldrack-single-stim","57","160581","0.0-11.0-29.0","sub-09_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","29","test",""
"634","82","poldrack-single-stim","58","162589","0.0-11.0-30.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","30","test",""
"751","82","poldrack-single-stim","59","164599","0.0-11.0-31.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","31","test",""
"699","71","poldrack-single-stim","60","166750","0.0-11.0-32.0","sub-09_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","32","test",""
"617","89","poldrack-single-stim","61","168770","0.0-11.0-33.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","33","test",""
"646","82","poldrack-single-stim","62","170794","0.0-11.0-34.0","sub-09_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","34","test",""
